checkpoint_name,source_experiment,source_model,target_model,transfer_method,dataset_path,num_texts,num_recovered_texts,avg_transfer_accuracy,avg_bleu,avg_bleu1,avg_bleu2,avg_bleu3,avg_bleu4,avg_rougeL,metric_source,checkpoint_path,eval_file
llama1b_to_llama1b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.434386,0.157496,0.533404,0.235821,0.124262,0.075353,0.421724,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_llama3b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Llama-3.2-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.238819,0.029995,0.401518,0.097963,0.025128,0.008161,0.257900,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_llama3b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_llama3b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_llama3b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.213882,0.032963,0.399035,0.102930,0.026786,0.009718,0.264090,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Mistral-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.156866,0.008702,0.301334,0.048198,0.009081,0.002122,0.194159,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.338252,0.093065,0.497027,0.164769,0.065997,0.029846,0.353902,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.409307,0.137227,0.519240,0.205596,0.097417,0.050354,0.394358,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.429929,0.159813,0.534722,0.230491,0.122565,0.075023,0.418044,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Llama-3.2-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.334142,0.086861,0.480249,0.154322,0.059139,0.026532,0.333365,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_llama3b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.410071,0.114755,0.515083,0.190136,0.080064,0.038868,0.392939,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_llama8b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_mistral7b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Mistral-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.413488,0.104927,0.464392,0.164181,0.073908,0.039022,0.355084,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_mistral7b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_mistral7b_mem8_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_mistral7b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.330598,0.090000,0.496033,0.163949,0.065204,0.029249,0.354460,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem8_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.421717,0.141919,0.526660,0.214676,0.105393,0.058001,0.405231,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen3b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-1B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.436858,0.170651,0.537501,0.240749,0.132054,0.082102,0.427701,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu/evaluation/llama1b_to_llama1b_mem8_len128_ds_4gpu_to_llama1b_to_qwen7b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Llama-3.2-1B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.058228,0.000000,0.172869,0.014340,0.000875,0.000000,0.108315,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_llama1b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_llama8b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.157795,0.007874,0.313793,0.055313,0.008699,0.001969,0.207670,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_llama8b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_llama8b_mem16_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_llama8b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_mistral7b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Mistral-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.198331,0.015206,0.310354,0.048856,0.012630,0.004571,0.210194,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_mistral7b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_mistral7b_mem16_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_mistral7b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.335079,0.092252,0.490670,0.162012,0.060357,0.026411,0.350509,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem16_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen3b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.424732,0.137235,0.519099,0.215747,0.103697,0.056484,0.406605,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen3b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen3b_mem16_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen3b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.442331,0.162880,0.543604,0.239488,0.129214,0.080285,0.427089,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem16_len128_ds_4gpu_to_llama1b_to_qwen7b_mem16_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_llama1b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Llama-3.2-1B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.091567,0.000000,0.240770,0.022988,0.001046,0.000000,0.147256,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_llama1b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_llama1b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_llama1b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Llama-3-8B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.108039,0.004251,0.263968,0.035190,0.005066,0.001034,0.176883,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_llama8b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Mistral-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.178764,0.007385,0.282842,0.036786,0.006595,0.001850,0.180565,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_mistral7b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-1.5B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.321134,0.073878,0.490641,0.157581,0.054017,0.020228,0.340037,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen1.5b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-3B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.423268,0.147472,0.522928,0.218893,0.108785,0.061434,0.409820,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen3b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Qwen/Qwen2.5-7B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.437417,0.161132,0.535086,0.232515,0.121912,0.072775,0.422655,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem32_len128_ds_4gpu_to_llama1b_to_qwen7b_mem32_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
llama1b_to_llama3b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu,simple_compressor,${MODELS_DIR}/Llama-3.2-3B-Instruct,${MODELS_DIR}/Llama-3.2-1B-Instruct,ls,${PROJECT_ROOT}/${DATA_ROOT}/fineweb_test.json,1000,1000,0.256929,0.028688,0.379980,0.088914,0.023086,0.007160,0.267722,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ls_transfer/llama1b_to_llama3b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu/evaluation/llama1b_to_llama3b_mem8_len128_ds_4gpu_to_llama1b_to_llama1b_mem8_len128_ds_4gpu/eval_transfer_compression_results_from_simple_compressor_using_ls.json
