pair,encoder,source,target,n_samples,n_anchors,rel_direction_l1_to_target,rel_direction_rmse_to_target,rel_magnitude_l1_to_target,rel_magnitude_rmse_to_target,memory_target_norm_gap,anchor_direction_js_to_target,target_direction_subspace_residual,capacity_normalized_direction_rmse,diagnostic_rel_direction_z2_mean,diagnostic_rel_magnitude_z_abs_mean,diagnostic_target_direction_std_mean,diagnostic_target_direction_std_min,diagnostic_target_magnitude_std_mean,diagnostic_target_magnitude_std_min,target_text_nll,source_native_nll,target_minus_source_nll,source_hidden_size,target_hidden_size,abs_log_hidden_ratio,prior_same_model_family,prior_cross_model_family,prior_target_param_b,prior_source_param_b,prior_log_param_ratio_target_over_source,prior_param_tier_jump
llama1b:llama8b->qwen1.5b,llama1b,llama8b,qwen1.5b,128,512,0.08753384748706594,0.09399756375933066,4.2356716357171535,4.2387820817530155,3.676643352257088,0.016635252264677547,0.026209654926788062,0.012811554040165095,2.1436042357236147,44.575078666210175,0.06148760765790939,0.04903706535696983,0.09502331912517548,0.09502331167459488,2.9349014153704047,0.000750396099181927,2.934151019271223,4096,1536,0.9808292530076572,0.0,1.0,1.5,8.0,-1.6739764330300049,1.0
llama1b:llama8b->qwen3b,llama1b,llama8b,qwen3b,128,512,0.06218963107676245,0.06814025720814243,4.23567171767354,4.238622512668371,3.600185225950554,0.011683442055073101,0.049036336422432214,0.008936873741729325,1.3750789416953921,45.27391275763512,0.05605114996433258,0.04735105484724045,0.09355656802654266,0.09355656057596207,2.806918393820524,0.000750396099181927,2.8061679977213423,4096,2048,0.6931471805575039,0.0,1.0,3.0,8.0,-0.9808292528033928,1.0
llama1b:llama8b->qwen7b,llama1b,llama8b,qwen7b,128,512,0.015428716877067927,0.01915217694477178,4.2356716096401215,4.239565454423428,3.88092280481942,0.0034322505507589085,0.6916051125153899,0.002340130442663589,0.12553570204181597,25.50300708413124,0.05401451885700226,0.05000661313533783,0.16608518362045288,0.1660851687192917,2.7019879138097167,0.000750396099181927,2.7012375177105348,4096,3584,0.13353139262417382,0.0,1.0,7.0,8.0,-0.13353139260666555,0.0
llama1b:mistral7b->llama1b,llama1b,mistral7b,llama1b,128,512,0.07908539479831234,0.08437787654111162,6.0062138848006725,6.0154069401323795,4.218993531307206,0.01421470881177811,0.044212430191691965,0.011066504004229543,1.9598311074078083,60.02696353197098,0.05816026031970978,0.04653429985046387,0.10005860030651093,0.10005860030651093,3.2864207942038774,0.014249960315225962,3.2721708338886515,4096,2048,0.6931471805575039,0.0,1.0,1.0,7.0,-1.9459101481981704,1.0
llama1b:mistral7b->llama3b,llama1b,mistral7b,llama3b,128,512,0.08526844676816836,0.09054727776674554,6.006214015185833,6.015370313078165,4.080273370957002,0.015418892406160012,0.03061953508586157,0.011276006166778233,2.3695482928305864,55.27521088719368,0.05670587718486786,0.04595469310879707,0.10866017639636993,0.10866016894578934,3.0276303105056286,0.014249960315225962,3.0133803501904026,4096,3072,0.28768207245096716,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
llama1b:mistral7b->llama8b,llama1b,mistral7b,llama8b,128,512,0.02753481526451651,0.031500126759056,6.0983529686927795,6.116276394575834,4.881454031681642,0.0032209216533374274,0.2962248979602009,0.0037870897218875406,1.4923462262377143,5.450447805225849,0.04798778146505356,2.6038948774953496e-11,1.1188719272613525,1.118871808052063,2.9135442646220326,0.014249960315225962,2.8992943043068067,4096,4096,0.0,0.0,1.0,8.0,7.0,0.13353139260666547,0.0
llama1b:mistral7b->qwen1.5b,llama1b,mistral7b,qwen1.5b,128,512,0.04676197734079324,0.05356135172769427,6.001957204192877,6.011075027287006,4.134772594785318,0.013712231273530051,0.07220063114073128,0.007300233374990309,0.6222392674535513,57.87434732913971,0.06299355626106262,0.04985617473721504,0.10370670258998871,0.10370668768882751,2.9349014153704047,0.014249960315225962,2.9206514550551788,4096,1536,0.9808292530076572,0.0,1.0,1.5,7.0,-1.5404450404233394,1.0
llama1b:mistral7b->qwen3b,llama1b,mistral7b,qwen3b,128,512,0.033539055672008544,0.039645763754379004,6.00195724144578,6.011165469884872,4.057862352347001,0.009519359104160685,0.13223714765626937,0.005199704250969216,0.4177804810460657,55.7120418548584,0.05740310996770859,0.048326294869184494,0.10773177444934845,0.10773177444934845,2.806918393820524,0.014249960315225962,2.7926684335052983,4096,2048,0.6931471805575039,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
llama1b:mistral7b->qwen7b,llama1b,mistral7b,qwen7b,128,512,0.020461391133721918,0.02479243760171812,6.098011989146471,6.1192138604819775,4.380224477266893,0.003611976160755148,0.41714701103046536,0.003029292082405068,1.2695850543677807,5.321530178189278,0.054259926080703735,0.0,1.1459132432937622,1.1459132432937622,2.7019879138097167,0.014249960315225962,2.6877379534944907,4096,3584,0.13353139262417382,0.0,1.0,7.0,7.0,0.0,0.0
llama1b:qwen1.5b->llama1b,llama1b,qwen1.5b,llama1b,128,512,0.11380591883789748,0.12131877738283947,5.035046745091677,5.036636557430029,5.136429951759055,0.021707703650463372,0.04367697989800945,0.01591145440880205,3.4270840045064688,55.15278831124306,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.022663457193175418,3.263757337010702,1536,2048,0.2876820724501533,0.0,1.0,1.0,1.5,-0.4054651077748311,1.0
llama1b:qwen1.5b->llama3b,llama1b,qwen1.5b,llama3b,128,512,0.1243554218672216,0.13170008908491582,5.035046644508839,5.036752641201019,4.981077530654147,0.023076310768374242,0.03482465763227083,0.01640083560007537,4.178478792309761,50.91690132021904,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.022663457193175418,3.004966853312453,1536,3072,0.6931471805566901,0.0,1.0,3.0,1.5,0.6931471802266119,1.0
llama1b:qwen1.5b->llama8b,llama1b,qwen1.5b,llama8b,128,512,0.022009792330209166,0.027878103239345364,5.035046618431807,5.038322936743498,5.594074920983985,0.008586504234699532,0.746357215102762,0.0033516334410651914,0.33668746589682996,39.15118616819382,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.022663457193175418,2.8908808074288572,1536,4096,0.9808292530076573,0.0,1.0,8.0,1.5,1.6739764330300049,2.0
llama1b:qwen1.5b->mistral7b,llama1b,qwen1.5b,mistral7b,128,512,0.03198037395486608,0.03862718722666614,4.986267369240522,4.989217199385166,6.8534519237000495,0.007653442917217035,0.5559528889134526,0.004643937621282033,0.6310527413152158,47.934856206178665,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.022663457193175418,2.500733102797767,1536,4096,0.9808292530076573,0.0,1.0,7.0,1.5,1.5404450404233394,2.0
llama1b:qwen1.5b->qwen3b,llama1b,qwen1.5b,qwen3b,128,512,0.0642116135568358,0.07210996089270338,5.057484038174152,5.058501712977886,4.985310950549319,0.017802535177906975,0.08780092844972387,0.009457516634412149,1.3614330431446433,31.82636295258999,0.05838809162378311,0.04814695939421654,0.1589086353778839,0.1589086353778839,2.806918393820524,0.022663457193175418,2.784254936627349,1536,2048,0.2876820724501533,1.0,0.0,3.0,1.5,0.6931471802266119,1.0
llama1b:qwen1.5b->qwen7b,llama1b,qwen1.5b,qwen7b,128,512,0.02037696519983001,0.025803812604863197,5.246603336185217,5.290766190737486,5.461657599778846,0.007396798177069286,0.7652215720154345,0.00315286808322386,19.173026621341705,3.204555630683899,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,0.022663457193175418,2.6793244566165413,1536,3584,0.8472978603834834,1.0,0.0,7.0,1.5,1.5404450404233394,2.0
llama1b:qwen3b->llama1b,llama1b,qwen3b,llama1b,128,512,0.12432196765439585,0.13099167845211923,5.3970527946949005,5.399574212729931,5.574894163757563,0.020392890874063596,0.03377423944766633,0.017180094990952098,4.019059428945184,59.118122190237045,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.027654458986091868,3.2587663352177856,2048,2048,0.0,0.0,1.0,1.0,3.0,-1.098612288001443,1.0
llama1b:qwen3b->llama3b,llama1b,qwen3b,llama3b,128,512,0.1349292688537389,0.14144392567686737,5.397052872925997,5.399640738964081,5.419541742652655,0.021623603519401513,0.02664567831379827,0.01761425210699632,4.850835785269737,54.57768800854683,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.027654458986091868,2.9999758515195367,2048,3072,0.40546510810653674,0.0,1.0,3.0,3.0,0.0,0.0
llama1b:qwen3b->llama8b,llama1b,qwen3b,llama8b,128,512,0.02319341634574812,0.02837201084184926,5.397052686661482,5.4011182971298695,6.0325391329824924,0.006328339302854147,0.6182079329155385,0.003411013278464318,0.3478552345186472,41.96604868769646,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.027654458986091868,2.8858898056359408,2048,4096,0.6931471805575039,0.0,1.0,8.0,3.0,0.9808292528033928,2.0
llama1b:qwen3b->mistral7b,llama1b,qwen3b,mistral7b,128,512,0.0374505840591155,0.042284208961063996,5.3478213250637054,5.351818010210991,7.291916135698557,0.00540935343815363,0.525007919408381,0.005083601548001816,0.7552883694879711,51.410608261823654,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.027654458986091868,2.4957421010048506,2048,4096,0.6931471805575039,0.0,1.0,7.0,3.0,0.8472978601967275,1.0
llama1b:qwen3b->qwen1.5b,llama1b,qwen3b,qwen1.5b,128,512,0.10102226695744321,0.10833273123716936,5.423775214701891,5.425853002816439,5.495948327705264,0.024805609355098568,0.03343395786941983,0.0147653894958092,2.6905300188809633,37.11063155531883,0.0629504844546318,0.04916366562247276,0.14615151286125183,0.14615151286125183,2.9349014153704047,0.027654458986091868,2.907246956384313,2048,1536,0.2876820724501533,1.0,0.0,1.5,3.0,-0.6931471802266119,1.0
llama1b:qwen3b->qwen7b,llama1b,qwen3b,qwen7b,128,512,0.018535871960921213,0.023209774270071648,5.605280164629221,5.639290809631348,5.900121811777353,0.006160744600492762,0.6958435918204486,0.002835912569801707,10.876780793070793,3.4236307498067617,0.053509436547756195,0.0,1.637232780456543,1.6372325420379639,2.7019879138097167,0.027654458986091868,2.674333454823625,2048,3584,0.55961578793333,1.0,0.0,7.0,3.0,0.8472978601967275,1.0
llama1b:qwen7b->llama1b,llama1b,qwen7b,llama1b,128,512,0.1281776261748746,0.13456361507996917,5.585279621183872,5.589903883635998,5.482383455266245,0.021208311954978853,0.02185866399668157,0.017648569105439868,4.192269191145897,61.17991843819618,0.06303035467863083,0.04704546183347702,0.09129269421100616,0.09129269421100616,3.2864207942038774,0.01923766404172511,3.2671831301621523,3584,2048,0.5596157879333301,0.0,1.0,1.0,7.0,-1.9459101481981704,1.0
llama1b:qwen7b->llama3b,llama1b,qwen7b,llama3b,128,512,0.13879894034471363,0.14501110918354243,5.585279703140259,5.590024892240763,5.327031034161337,0.022416924068238586,0.016530111941392533,0.01805847952289849,5.050312384963036,56.48113110661507,0.06205273047089577,0.04581158608198166,0.09888753294944763,0.09888751804828644,3.0276303105056286,0.01923766404172511,3.0083926464639035,3584,3072,0.15415067982679323,0.0,1.0,3.0,7.0,-0.8472978601967274,1.0
llama1b:qwen7b->llama8b,llama1b,qwen7b,llama8b,128,512,0.02257165897754021,0.026700889386120252,5.5852796621620655,5.590118940919638,5.9400284244911745,0.0036299394123489037,0.5570214036852121,0.0032101033920557617,0.3088147717062384,43.42965120077133,0.04787277802824974,0.04629664495587349,0.1286052167415619,0.1286052167415619,2.9135442646220326,0.01923766404172511,2.8943066005803075,3584,4096,0.13353139262417382,0.0,1.0,8.0,7.0,0.13353139260666547,0.0
llama1b:qwen7b->mistral7b,llama1b,qwen7b,mistral7b,128,512,0.04003761048079468,0.043431344791315496,5.577672820538282,5.697898745536804,7.199405427207239,0.003715186263434589,0.4806691315025091,0.005221515479129265,0.797416350338608,53.62025746703148,0.048695340752601624,0.04637666419148445,0.10402174293994904,0.10402174293994904,2.5233965599909425,0.01923766404172511,2.5041588959492174,3584,4096,0.13353139262417382,0.0,1.0,7.0,7.0,0.0,0.0
llama1b:qwen7b->qwen1.5b,llama1b,qwen7b,qwen1.5b,128,512,0.10407993983244523,0.11187422904185951,5.807610958814621,6.013056203722954,5.403437619213946,0.027015758212655783,0.020453605553484522,0.015248083819931086,2.7951343338936567,39.73691922426224,0.0629504844546318,0.04916366562247276,0.14615151286125183,0.14615151286125183,2.9349014153704047,0.01923766404172511,2.9156637513286796,3584,1536,0.8472978603834834,1.0,0.0,1.5,7.0,-1.5404450404233394,1.0
llama1b:qwen7b->qwen3b,llama1b,qwen7b,qwen3b,128,512,0.07648852572310716,0.08414320589508861,5.8076111897826195,6.009559132158756,5.331264454056509,0.019733594308490865,0.03498183382907882,0.011035725988115055,1.8045738702639937,36.5468530356884,0.05838809162378311,0.04814695939421654,0.1589086353778839,0.1589086353778839,2.806918393820524,0.01923766404172511,2.787680729778799,3584,2048,0.5596157879333301,1.0,0.0,3.0,7.0,-0.8472978601967274,1.0
