metric,n_targets,mean_pearson,median_pearson,mean_spearman,median_spearman,mean_abs_spearman,positive_spearman_targets,negative_spearman_targets
diagnostic_rel_direction_z2_mean,7,0.18063400868083798,0.17859261557449474,0.2110889110889111,0.23076923076923078,0.2824175824175824,5,2
target_readability_z2_mean,7,0.18148658445484894,0.17871890592750453,0.2110889110889111,0.23076923076923078,0.2824175824175824,5,2
_z_neg_target_readability_z2,7,-0.18148658445484894,-0.1787189059275044,-0.2110889110889111,-0.23076923076923078,0.2824175824175824,2,5
rel_magnitude_rmse_to_target,7,-0.17793195433657052,-0.27699875956711617,-0.17122877122877123,-0.22377622377622378,0.24115884115884118,2,5
_z_neg_magnitude_rmse,7,0.17793195433657055,0.27699875956711617,0.17122877122877123,0.22377622377622378,0.24115884115884118,5,2
rel_magnitude_l1_to_target,7,-0.17884651204533866,-0.27300382393235023,-0.16423576423576422,-0.22377622377622378,0.23416583416583417,2,5
diagnostic_source_direction_std_mean,7,-0.10776136363092148,0.012920979689886274,-0.15534465534465536,-0.006993006993006993,0.25424575424575424,3,4
source_target_direction_dispersion_gap,7,0.16150381333985495,0.030943612963457403,0.14085914085914086,0.006993006993006993,0.26873126873126874,4,3
_z_neg_direction_dispersion_gap,7,-0.16150381333985495,-0.030943612963457413,-0.14085914085914086,-0.006993006993006993,0.26873126873126874,3,4
diagnostic_target_magnitude_std_mean,7,0.14937807568496408,0.06172381238433147,0.13876880170079328,0.07509674938740042,0.20766961836102266,4,2
diagnostic_target_magnitude_std_min,7,0.1493780885622015,0.06172381238433147,0.13876880170079328,0.07509674938740042,0.20766961836102266,4,2
combined_ratio_direction_score,7,0.2107009555778941,0.32510515229151016,0.13296703296703297,0.15384615384615385,0.2668331668331668,4,2
rel_direction_l1_to_target,7,0.0573941447473888,0.0762944952422496,0.1252747252747253,0.16083916083916083,0.3302697302697303,4,3
target_readability_tail_frac,7,0.0918750321204066,0.06302439678266847,0.12013215829247416,0.15384615384615385,0.2653420850136965,4,3
_z_neg_target_readability_tail,7,-0.09187503212040651,-0.06302439678266845,-0.12013215829247416,-0.15384615384615385,0.2653420850136965,3,4
rel_direction_rmse_to_target,7,0.08460286624238604,0.07580968956525967,0.1090909090909091,0.1888111888111888,0.3204795204795205,4,3
capacity_normalized_direction_rmse,7,0.08460286624238601,0.07580968956525962,0.1090909090909091,0.1888111888111888,0.3204795204795205,4,3
_z_neg_direction_rmse,7,-0.08460286624238599,-0.07580968956525933,-0.1090909090909091,-0.1888111888111888,0.3204795204795205,3,4
combined_hidden_direction_score,7,-0.08460286624238603,-0.07580968956525933,-0.1090909090909091,-0.1888111888111888,0.3204795204795205,3,4
combined_param_direction_score,7,-0.08460286624238593,-0.07580968956525913,-0.1090909090909091,-0.1888111888111888,0.3204795204795205,3,4
pair_normalized_direction_rmse,7,0.09412639665014526,0.1342150563422581,0.1053946053946054,0.03496503496503497,0.32017982017982016,4,3
_z_neg_pair_norm_direction_rmse,7,-0.09412639665014526,-0.1342150563422581,-0.1053946053946054,-0.03496503496503497,0.32017982017982016,3,4
abs_log_hidden_ratio,7,0.15960276100078916,0.28726881374027474,0.10319581950884993,0.1290728893976494,0.28744712971713343,5,2
diagnostic_target_direction_std_min,7,0.0015849364508122037,0.006386816031644308,0.0962847503072176,0.13517414889732077,0.12387358171209004,5,1
target_readability_energy,7,0.14768020171107796,0.18984497711129503,0.0884115884115884,0.04895104895104895,0.13736263736263737,4,2
_z_target_readability_energy,7,0.14768020171107796,0.189844977111295,0.0884115884115884,0.04895104895104895,0.13736263736263737,4,2
diagnostic_target_direction_std_mean,7,-0.09117816272040753,0.005986897941612325,-0.08750232041565416,0.03053524082762296,0.29138970066360764,4,2
source_target_top_anchor_overlap,7,-0.1279847549784184,-0.1031587478068206,-0.07732267732267732,-0.006993006993006993,0.2763236763236763,3,4
_z_top_anchor_overlap,7,-0.12798475497841844,-0.10315874780682063,-0.07732267732267732,-0.006993006993006993,0.2763236763236763,3,4
diagnostic_target_direction_entropy,7,-0.01138842259364606,-0.08543580305474092,-0.07607932687518315,-0.07509674938740042,0.31974385286068613,2,4
target_readability_cross_entropy,7,0.0026018597453526873,-0.03267944748093338,0.06583416583416583,0.1258741258741259,0.3257742257742258,5,2
_z_neg_target_readability_ce,7,-0.0026018597453525485,0.03267944748093338,-0.06583416583416583,-0.1258741258741259,0.3257742257742258,2,5
memory_target_norm_gap,7,0.13113802695613824,0.19985974008275986,0.04055944055944056,0.2,0.25834165834165834,4,3
target_direction_subspace_residual,7,0.10614932106916805,0.04684337204935355,0.026473526473526472,0.006993006993006993,0.1943056943056943,4,3
_z_neg_subspace_residual,7,-0.10614932106916806,-0.04684337204935389,-0.026473526473526472,-0.006993006993006993,0.1943056943056943,3,4
pair_geometry_compatibility_score,7,-0.04624791618223855,0.02475940705818184,0.019180819180819184,0.055944055944055944,0.202997002997003,5,2
