metric,n_targets,mean_pearson,median_pearson,mean_spearman,median_spearman,mean_abs_spearman,positive_spearman_targets,negative_spearman_targets
combined_hidden_direction_score,7,-0.030037722664361437,-0.02359420303797452,-0.12987012987012986,-0.16783216783216784,0.26973026973026976,1,6
combined_param_direction_score,7,-0.030037722664361617,-0.023594203037974364,-0.12987012987012986,-0.16783216783216784,0.26973026973026976,1,6
rel_magnitude_l1_to_target,7,-0.12521900019522458,-0.24422322810769734,-0.11788211788211789,-0.32167832167832167,0.36563436563436563,3,4
abs_log_hidden_ratio,7,0.1836550086891491,0.08607348298776446,0.11739644108190331,0.1382924964680298,0.2296941073867696,5,1
pair_geometry_compatibility_score,7,-0.02720887505951542,-0.0568820697739781,0.11488511488511488,0.17482517482517482,0.22077922077922077,5,2
rel_direction_l1_to_target,7,0.013941323868587516,0.005282544645346404,0.11388611388611389,0.07692307692307693,0.22977022977022976,6,1
rel_magnitude_rmse_to_target,7,-0.12491645590014747,-0.23963043734700173,-0.11188811188811189,-0.32167832167832167,0.3716283716283716,3,4
_z_neg_magnitude_rmse,7,0.12491645590014747,0.23963043734700173,0.11188811188811189,0.32167832167832167,0.3716283716283716,4,3
diagnostic_target_direction_std_mean,7,0.06560697899266835,0.07627721866019847,0.11140318653149332,0.22529024816220128,0.3491418472608435,5,2
source_target_top_anchor_overlap,7,-0.0037507680624828325,-0.04059195457990036,0.09490509490509491,0.11188811188811189,0.16683316683316685,5,2
_z_top_anchor_overlap,7,-0.0037507680624828264,-0.040591954579900356,0.09490509490509491,0.11188811188811189,0.16683316683316685,5,2
diagnostic_source_direction_std_mean,7,0.04340584063258638,0.175795019516521,0.08091908091908093,0.13986013986013987,0.23476523476523475,5,2
diagnostic_target_direction_entropy,7,-0.06085872240372858,-0.11537753516663082,-0.08016006178470114,-0.22138049600026646,0.25753612477797466,3,4
source_target_direction_dispersion_gap,7,-0.008679553906838345,-0.15250085823123466,-0.06193806193806194,-0.13986013986013987,0.22577422577422576,2,5
_z_neg_direction_dispersion_gap,7,0.008679553906838352,0.15250085823123466,0.06193806193806194,0.13986013986013987,0.22577422577422576,5,2
memory_target_norm_gap,7,-0.0477207331728528,0.05146636136963233,-0.052947052947052944,-0.18181818181818182,0.3186813186813187,3,4
diagnostic_source_direction_entropy_mean,7,-0.030350522520060267,0.10464444046416935,-0.04495504495504495,0.11188811188811189,0.21078921078921078,4,3
target_readability_cross_entropy,7,0.0672168581287347,0.13202370409972378,0.04395604395604396,0.16083916083916083,0.2617382617382617,5,2
_z_neg_target_readability_ce,7,-0.06721685812873478,-0.13202370409972378,-0.04395604395604396,-0.16083916083916083,0.2617382617382617,2,5
target_readability_energy,7,0.00037023392821576475,0.048638514851542726,0.04295704295704297,0.16783216783216784,0.26873126873126874,5,2
_z_target_readability_energy,7,0.00037023392821576177,0.04863851485154273,0.04295704295704297,0.16783216783216784,0.26873126873126874,5,2
pair_normalized_direction_rmse,7,0.0009582001692692135,0.019350305193326756,0.031968031968031975,0.13986013986013987,0.23576423576423577,4,3
_z_neg_pair_norm_direction_rmse,7,-0.0009582001692691724,-0.019350305193326697,-0.031968031968031975,-0.13986013986013987,0.23576423576423577,3,4
target_direction_subspace_residual,7,0.037674755028928426,-0.016524412583584627,-0.0019980019980019963,-0.027972027972027972,0.16183816183816185,3,4
_z_neg_subspace_residual,7,-0.03767475502892847,0.01652441258358464,0.0019980019980019963,0.027972027972027972,0.16183816183816185,4,3
