target,metric,n,pearson,spearman
qwen3b,target_minus_source_nll,12,0.6441805773051423,0.5524475524475524
qwen3b,_z_neg_source_native_nll,12,0.6441805773051424,0.5524475524475524
qwen3b,combined_hidden_source_quality_score,12,0.6441805773051424,0.5524475524475524
qwen3b,prior_param_tier_jump,12,-0.4356704322377019,-0.5017452060042544
qwen3b,target_readability_tail_frac,12,-0.2505697094914649,-0.4833632631534589
qwen3b,_z_neg_target_readability_tail,12,0.2505697094914649,0.4833632631534589
qwen3b,anchor_direction_js_to_target,12,-0.20874674062620532,-0.46153846153846156
qwen3b,_z_neg_anchor_js,12,0.20874674062620532,0.46153846153846156
qwen3b,combined_hidden_js_score,12,0.20874674062620543,0.46153846153846156
qwen3b,source_to_target_anchor_kl,12,-0.23942444414899478,-0.42657342657342656
qwen3b,_z_neg_source_to_target_kl,12,0.2394244441489948,0.42657342657342656
qwen3b,diagnostic_rel_direction_z2_mean,12,-0.24287929832017113,-0.40559440559440557
qwen3b,target_readability_z2_mean,12,-0.2434016049462625,-0.40559440559440557
qwen3b,_z_neg_target_readability_z2,12,0.24340160494626248,0.40559440559440557
qwen3b,rel_direction_l1_to_target,12,-0.2063869082915087,-0.3986013986013986
qwen3b,diagnostic_rel_magnitude_z_abs_mean,12,0.4469308053324865,0.3916083916083916
qwen3b,rel_magnitude_l1_to_target,12,0.39385180353638094,0.34265734265734266
qwen3b,rel_magnitude_rmse_to_target,12,0.36534452291883557,0.34265734265734266
qwen3b,_z_neg_magnitude_rmse,12,-0.36534452291883557,-0.34265734265734266
qwen3b,target_readability_cross_entropy,12,-0.19296520463370878,-0.32867132867132864
qwen3b,_z_neg_target_readability_ce,12,0.19296520463370875,0.32867132867132864
qwen3b,rel_direction_rmse_to_target,12,-0.21460497581479224,-0.32167832167832167
qwen3b,capacity_normalized_direction_rmse,12,-0.21460497581479232,-0.32167832167832167
qwen3b,_z_neg_direction_rmse,12,0.2146049758147922,0.32167832167832167
qwen3b,combined_hidden_direction_score,12,0.2146049758147922,0.32167832167832167
qwen3b,combined_param_direction_score,12,0.2146049758147922,0.32167832167832167
qwen3b,diagnostic_source_direction_entropy_mean,12,0.15531502643734973,0.2727272727272727
qwen3b,pair_geometry_compatibility_score,12,0.11325983539301604,0.26573426573426573
qwen3b,abs_log_hidden_ratio,12,0.3229138333387491,0.2581457787952988
qwen3b,memory_target_norm_gap,12,0.29757746470467566,0.2517482517482518
qwen3b,pair_normalized_direction_rmse,12,-0.19734700169944397,-0.2517482517482518
qwen3b,_z_neg_pair_norm_direction_rmse,12,0.19734700169944402,0.2517482517482518
qwen3b,target_readability_energy,12,0.15217020698990077,0.23076923076923078
qwen3b,_z_target_readability_energy,12,0.1521702069899008,0.23076923076923078
qwen3b,diagnostic_target_direction_std_min,12,0.17239458613813866,0.22901430620717222
qwen3b,diagnostic_target_direction_entropy,12,0.030510731586424096,0.22901430620717222
qwen3b,target_direction_subspace_residual,12,0.07360625749366771,0.2097902097902098
qwen3b,_z_neg_subspace_residual,12,-0.07360625749366768,-0.2097902097902098
qwen3b,source_target_top_anchor_overlap,12,0.17014153032062826,0.18181818181818182
qwen3b,_z_top_anchor_overlap,12,0.17014153032062826,0.18181818181818182
qwen3b,diagnostic_source_direction_std_mean,12,-0.008184379812960484,0.16783216783216784
qwen3b,prior_source_param_b,12,0.1566959417163591,0.15058503763059097
qwen3b,prior_log_param_ratio_target_over_source,12,-0.2364064700468976,-0.15058503763059097
qwen3b,_z_log_param_ratio,12,-0.23640647004689758,-0.15058503763059097
qwen3b,source_hidden_size,12,0.1809315296565773,0.1290728893976494
qwen3b,prior_same_model_family,12,-0.004671272857559876,-0.10241831129983783
qwen3b,prior_cross_model_family,12,0.004671272857559873,0.10241831129983783
qwen3b,source_target_direction_dispersion_gap,12,0.015812629162025405,-0.08391608391608392
qwen3b,_z_neg_direction_dispersion_gap,12,-0.01581262916202545,0.08391608391608392
qwen3b,combined_ratio_direction_score,12,-0.13605414049047412,-0.06993006993006994
qwen3b,diagnostic_target_direction_std_mean,12,0.09513957176589624,0.04580286124143444
qwen3b,diagnostic_target_magnitude_std_mean,12,0.03260836976639474,0.04580286124143444
qwen3b,diagnostic_target_magnitude_std_min,12,0.0326083855532358,0.04580286124143444
qwen3b,source_target_direction_entropy_gap,12,0.016863417375901142,-0.006993006993006993
qwen3b,_z_neg_direction_entropy_gap,12,-0.016863417375901166,0.006993006993006993
qwen7b,prior_source_param_b,12,-0.3717221872407283,-0.4230722485811842
qwen7b,prior_log_param_ratio_target_over_source,12,0.3860241303926127,0.4230722485811842
qwen7b,_z_log_param_ratio,12,0.3860241303926127,0.4230722485811842
qwen7b,source_native_nll,12,0.44923894234579836,0.38461538461538464
qwen7b,target_minus_source_nll,12,-0.4492389423457984,-0.38461538461538464
qwen7b,target_readability_energy,12,-0.3072457160334882,-0.38461538461538464
qwen7b,_z_target_readability_energy,12,-0.3072457160334882,-0.38461538461538464
qwen7b,_z_neg_source_native_nll,12,-0.4492389423457983,-0.38461538461538464
qwen7b,combined_hidden_source_quality_score,12,-0.4492389423457984,-0.38461538461538464
qwen7b,prior_param_tier_jump,12,0.34817811932264436,0.3843530573929037
qwen7b,combined_ratio_direction_score,12,0.3799500693777755,0.3776223776223776
qwen7b,source_hidden_size,12,-0.3456592498010565,-0.34937051739291736
qwen7b,abs_log_hidden_ratio,12,0.300506970715993,0.34937051739291736
qwen7b,anchor_direction_js_to_target,12,0.2961004927385372,0.3356643356643357
qwen7b,diagnostic_rel_magnitude_z_abs_mean,12,-0.15708759050774349,-0.3356643356643357
