metric,n_targets,mean_pearson,median_pearson,mean_spearman,median_spearman,mean_abs_spearman,positive_spearman_targets,negative_spearman_targets
combined_hidden_js_score,7,-0.10370376496120633,0.05829787553895953,-0.13916083916083916,-0.06993006993006994,0.34095904095904095,2,5
source_to_target_anchor_kl,7,0.1013751579061828,-0.0840683939261939,0.13516483516483516,0.04895104895104895,0.3289710289710289,5,2
_z_neg_source_to_target_kl,7,-0.10137515790618282,0.08406839392619388,-0.13516483516483516,-0.04895104895104895,0.3289710289710289,2,5
target_direction_subspace_residual,7,-0.029287848027768616,-0.16152061036843707,-0.12157842157842158,-0.06993006993006994,0.307992007992008,3,4
_z_neg_subspace_residual,7,0.029287848027768508,0.16152061036843696,0.12157842157842158,0.06993006993006994,0.307992007992008,4,3
prior_source_param_b,7,-0.13620548535295088,-0.05467701737707246,-0.12140951890901704,-0.0788778768541191,0.24547606470223396,2,5
prior_log_param_ratio_target_over_source,7,0.13921329092748017,0.1378873732063568,0.12140951890901704,0.0788778768541191,0.24547606470223396,5,2
_z_log_param_ratio,7,0.13921329092748017,0.1378873732063568,0.12140951890901704,0.0788778768541191,0.24547606470223396,5,2
diagnostic_target_magnitude_std_mean,7,-0.1059810501681232,-0.176494409352616,-0.09049025664489926,-0.12977477351739758,0.18705116656195275,1,6
diagnostic_target_magnitude_std_min,7,-0.1059810050676528,-0.17649435169878988,-0.09049025664489926,-0.12977477351739758,0.18705116656195275,1,6
rel_direction_rmse_to_target,7,0.05413689754696195,0.09256478432220348,0.08751248751248751,0.13286713286713286,0.3300699300699301,4,3
capacity_normalized_direction_rmse,7,0.0541368975469619,0.09256478432220346,0.08751248751248751,0.13286713286713286,0.3300699300699301,4,3
_z_neg_direction_rmse,7,-0.05413689754696197,-0.09256478432220347,-0.08751248751248751,-0.13286713286713286,0.3300699300699301,3,4
combined_hidden_direction_score,7,-0.05413689754696195,-0.0925647843222036,-0.08751248751248751,-0.13286713286713286,0.3300699300699301,3,4
combined_param_direction_score,7,-0.0541368975469619,-0.09256478432220343,-0.08751248751248751,-0.13286713286713286,0.3300699300699301,3,4
diagnostic_source_direction_entropy_mean,7,0.0510963892227474,0.06772257066963848,-0.08601398601398602,-0.08391608391608392,0.2138861138861139,3,4
target_readability_energy,7,-0.07825702347107244,-0.14430728495382011,-0.08061938061938063,-0.11188811188811189,0.15854145854145854,1,6
_z_target_readability_energy,7,-0.07825702347107244,-0.1443072849538201,-0.08061938061938063,-0.11188811188811189,0.15854145854145854,1,6
rel_direction_l1_to_target,7,0.052622355874058946,0.1034066454446537,0.07162837162837163,0.13286713286713286,0.317982017982018,4,3
target_readability_tail_frac,7,0.025344571090828136,-0.03944178633927204,0.06935977812409856,-0.024518426391842117,0.2423985775092215,3,4
_z_neg_target_readability_tail,7,-0.025344571090827942,0.039441786339272374,-0.06935977812409856,0.024518426391842117,0.2423985775092215,4,3
source_hidden_size,7,-0.061592949916735154,-0.04779833613571479,-0.055354173781306616,-0.08734262934822934,0.26228055202198264,3,4
target_readability_cross_entropy,7,0.007998697702901108,-0.07192166466476783,0.050649350649350645,-0.04195804195804196,0.320979020979021,3,4
_z_neg_target_readability_ce,7,-0.00799869770290117,0.07192166466476785,-0.050649350649350645,0.04195804195804196,0.320979020979021,4,3
diagnostic_target_direction_entropy,7,0.12639867873510777,0.2582854079092882,0.050417502041062615,0.3379631847096873,0.5132511958582724,4,3
combined_ratio_direction_score,7,0.059847252777763905,-0.10082479897564865,0.039760239760239756,-0.08391608391608392,0.3014985014985015,3,4
source_target_direction_dispersion_gap,7,0.034033163706420136,0.07376460920617768,0.03566433566433567,0.02097902097902098,0.09820179820179821,4,3
_z_neg_direction_dispersion_gap,7,-0.03403316370642014,-0.07376460920617768,-0.03566433566433567,-0.02097902097902098,0.09820179820179821,3,4
diagnostic_source_direction_std_mean,7,0.02273870561104816,0.06290056820240013,-0.03466533466533466,-0.04895104895104895,0.08121878121878122,2,5
diagnostic_rel_magnitude_z_abs_mean,7,-0.046951401522624815,-0.03774746931336833,-0.02937062937062937,-0.11888111888111888,0.2323676323676324,3,4
memory_target_norm_gap,7,0.03291068375916658,0.09261402070604327,0.028471528471528472,0.07692307692307693,0.12937062937062938,4,3
diagnostic_target_direction_std_mean,7,-0.06456625938743538,-0.25023610000868163,-0.020241319478170854,-0.31298621848313535,0.4858491120990207,3,4
abs_log_hidden_ratio,7,0.031640109737892254,0.027309943145242113,0.020170546938630907,0.10756074116470785,0.26436013843503575,4,3
pair_normalized_direction_rmse,7,0.013061248521552582,0.07375516267797765,0.015684315684315695,0.027972027972027972,0.25804195804195806,4,3
_z_neg_pair_norm_direction_rmse,7,-0.013061248521552592,-0.07375516267797769,-0.015684315684315695,-0.027972027972027972,0.25804195804195806,3,4
source_target_top_anchor_overlap,7,-0.11904137494145864,-0.2664957797619615,-0.01018981018981018,-0.1258741258741259,0.2999000999000999,2,5
_z_top_anchor_overlap,7,-0.11904137494145864,-0.2664957797619614,-0.01018981018981018,-0.1258741258741259,0.2999000999000999,2,5
pair_geometry_compatibility_score,7,-0.06032182480788976,-0.07622298750844414,-0.009390609390609395,0.10909090909090909,0.2983016983016983,4,3
