metric,n_compressors,mean_pearson,median_pearson,mean_spearman,median_spearman,mean_abs_spearman,positive_spearman_compressors,negative_spearman_compressors
_z_neg_subspace_residual,14,-0.609674620571583,-0.5983824709925754,-0.4785714285714286,-0.4928571428571429,0.4785714285714286,0,14
rel_direction_rmse_to_target,14,-0.2153385258857185,-0.21187883896347182,-0.4704081632653061,-0.4928571428571429,0.4704081632653061,0,14
capacity_normalized_direction_rmse,14,-0.26115385253729984,-0.2652327978468017,-0.4704081632653061,-0.4642857142857143,0.4704081632653061,0,14
_z_neg_direction_rmse,14,0.2153385258857185,0.21187883896347184,0.4704081632653061,0.4928571428571429,0.4704081632653061,14,0
rel_direction_l1_to_target,14,-0.201270270715283,-0.191186030962966,-0.4663265306122449,-0.4642857142857143,0.4663265306122449,0,14
pair_normalized_direction_rmse,14,-0.21279273519245143,-0.20728522401610064,-0.46224489795918366,-0.4928571428571429,0.4908163265306123,1,13
target_readability_cross_entropy,14,-0.36133645282329585,-0.3490601019776077,-0.46224489795918366,-0.5714285714285714,0.46224489795918366,0,14
_z_neg_pair_norm_direction_rmse,14,0.21279273519245143,0.20728522401610067,0.46224489795918366,0.4928571428571429,0.4908163265306123,13,1
_z_neg_target_readability_ce,14,0.3613364528232959,0.34906010197760773,0.46224489795918366,0.5714285714285714,0.46224489795918366,14,0
diagnostic_target_direction_entropy,14,0.3630642901993551,0.3144580734491489,0.45,0.5714285714285714,0.45,14,0
source_target_direction_entropy_gap,14,-0.18184146170130466,-0.054571075556185414,-0.40816326530612246,-0.45714285714285713,0.436734693877551,1,13
_z_neg_direction_entropy_gap,14,0.18184146170130466,0.05457107555618543,0.40816326530612246,0.45714285714285713,0.436734693877551,13,1
target_text_nll,14,-0.1525060902286837,-0.11309043527263582,-0.3377551020408163,-0.2785714285714286,0.36224489795918363,2,12
target_minus_source_nll,14,-0.15278381169420105,-0.1106611239609455,-0.3377551020408163,-0.2785714285714286,0.36224489795918363,2,12
pair_geometry_compatibility_score,14,0.07132859486971468,0.0963294174188025,0.29081632653061223,0.34285714285714286,0.40510204081632656,12,2
target_readability_tail_frac,14,0.1284372629292448,0.16348912941089327,-0.28950536786686015,-0.37142857142857144,0.47171912192905824,2,12
_z_neg_target_readability_tail,14,-0.1284372629292448,-0.16348912941089327,0.28950536786686015,0.37142857142857144,0.47171912192905824,12,2
rel_magnitude_rmse_to_target,14,0.15343455942158893,0.2916239407813156,0.16938775510204082,0.05714285714285714,0.2959183673469388,10,3
_z_neg_magnitude_rmse,14,-0.15343455942158898,-0.2916239407813156,-0.16938775510204082,-0.05714285714285714,0.2959183673469388,3,10
diagnostic_rel_direction_z2_mean,14,0.15049288919172793,0.08447046062586822,-0.12551020408163266,-0.22857142857142856,0.38673469387755105,4,10
target_readability_z2_mean,14,0.15015588376812408,0.08470267371433532,-0.12551020408163266,-0.22857142857142856,0.38673469387755105,4,10
_z_neg_target_readability_z2,14,-0.15015588376812408,-0.08470267371433535,0.12551020408163266,0.22857142857142856,0.38673469387755105,10,4
abs_log_hidden_ratio,14,-0.08935164897563187,-0.5291972051817155,-0.1230559504938961,-0.71545082908468,0.7866431794929856,6,8
diagnostic_source_direction_entropy_mean,14,0.09002891365060908,0.13851600636132208,0.08736576815081346,0.030358837035945812,0.30023848821353727,8,6
rel_magnitude_l1_to_target,14,0.11058653475369583,0.2633601246131497,0.07653061224489796,0.02857142857142857,0.33571428571428574,9,5
source_target_top_anchor_overlap,14,0.10297453533716965,-0.0355785244263892,0.061224489795918366,-0.05714285714285714,0.5020408163265306,6,8
_z_top_anchor_overlap,14,0.10297453533716965,-0.03557852442638917,0.061224489795918366,-0.05714285714285714,0.5020408163265306,6,8
source_native_nll,7,0.07398906594149364,-0.13898941501665152,0.05306122448979592,-0.08571428571428572,0.2979591836734694,3,4
_z_neg_source_native_nll,7,-0.07398906594149415,0.13898941501665152,-0.05306122448979592,0.08571428571428572,0.2979591836734694,4,3
prior_same_model_family,12,-0.053439232476059466,0.05945589277689178,-0.04495029471800102,0.0,0.2310759290189407,5,2
prior_cross_model_family,12,0.05343923247605944,-0.05945589277689177,0.04495029471800102,0.0,0.2310759290189407,2,5
target_readability_energy,14,0.04986669260397188,0.05443753507007508,-0.03571428571428572,0.17142857142857143,0.6091836734693877,8,6
_z_target_readability_energy,14,0.04986669260397191,0.0544375350700751,-0.03571428571428572,0.17142857142857143,0.6091836734693877,8,6
prior_param_tier_jump,14,-0.00040202655794367964,0.05469874137399103,-0.02410565367507755,0.16903085094570333,0.5673791114755118,8,6
diagnostic_source_direction_std_mean,14,-0.06109132605160955,0.018510084639905465,-0.02394043941597715,0.020641546186498726,0.32170830054358174,7,7
